GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AFG,AFG.19_1,LENT,0.07591,0.04844,0.03048,0.01494,0.004421,2.877e-4
AFG,AFG.31_1,LENT,0.0684,0.04313,0.02997,0.01962,0.01289,0.008476
ALB,ALB.2_1,LENT,1.91,2.114,1.521,2.259,1.954,1.645
ARG,ARG.10_1,LENT,89.09,142.9,37.39,403.1,143.4,123.5
ARG,ARG.16_1,LENT,0.1033,0.1607,0.04063,0.4213,0.144,0.1194
ARG,ARG.17_1,LENT,89.67,150.6,42.24,472,173.7,155.4
ARG,ARG.1_1,LENT,0.06254,0.1063,0.02816,0.4422,0.1562,0.1398
ARG,ARG.21_1,LENT,0.4519,0.6274,0.142,1.323,0.4228,0.3448
ARG,ARG.22_1,LENT,17.07,23.15,5.043,43.8,11.89,8.645
ARG,ARG.24_1,LENT,0.1155,0.1894,0.05436,0.5911,0.2167,0.2001
ARG,ARG.3_1,LENT,6.644,10.75,2.907,33.54,12.76,11.23
ARG,ARG.6_1,LENT,0.3124,0.4929,0.1262,1.358,0.4789,0.4139
ARG,ARG.8_1,LENT,0.8843,1.397,0.3663,4.631,3.3,5.374
ARM,ARM.10_1,LENT,0.1594,0.2946,0.164,0.1876,0.09209,0.09329
ARM,ARM.1_1,LENT,0.2789,0.4033,0.186,0.2061,0.09702,0.09279
ARM,ARM.2_1,LENT,0.3248,0.3086,0.2505,0.2209,0.163,0.1256
ARM,ARM.3_1,LENT,0.002289,9.493e-4,0,0,0.01245,0.01381
ARM,ARM.7_1,LENT,5.967,10.95,6.04,6.842,3.325,3.331
AUS,AUS.10_1,LENT,0.1334,0.1044,0.05112,0.05881,0.05734,0.04194
AUS,AUS.11_1,LENT,2.1,1.737,0.892,1.112,1.382,1.094
AUS,AUS.5_1,LENT,0.5087,0.4386,0.2404,0.3055,0.3507,0.3004
AUS,AUS.7_1,LENT,0.5861,0.5276,0.2892,0.3727,0.3985,0.3274
AUS,AUS.8_1,LENT,0.7771,0.6471,0.3377,0.4124,0.4418,0.3499
AZE,AZE.10_1,LENT,0.02367,0.01987,0.01601,0.01218,0.00831,0.00445
AZE,AZE.2_1,LENT,0.1135,0.09899,0.08377,0.07081,0.05583,0.04151
AZE,AZE.3_1,LENT,826.7,537.6,240.2,122.7,31.01,6.621
AZE,AZE.5_1,LENT,0,0,0,0,0,0
AZE,AZE.6_1,LENT,1.69,1.366,0.9169,0.7924,0.5478,0.4128
AZE,AZE.8_1,LENT,32.17,30.39,24.06,22.73,15.76,11.31
AZE,AZE.9_1,LENT,1290,1247,984.5,888.9,593.3,411.4
BGD,BGD.1_1,LENT,0.003391,0.004297,0.02951,0.05672,0.07479,0.07603
BGD,BGD.2_1,LENT,48.24,40.39,33.64,27.32,23.37,17.27
BGD,BGD.3_1,LENT,0.05888,0.05365,0.05504,0.07633,0.09157,0.1071
BGD,BGD.4_1,LENT,0.02119,0.03005,0.03076,0.06064,0.09583,0.1085
BGD,BGD.5_1,LENT,0.1506,0.111,0.09177,0.07493,0.0834,0.06564
BGD,BGD.6_1,LENT,0.04537,0.04753,0.05176,0.05537,0.0829,0.08739
BGD,BGD.7_1,LENT,1.248,1.232,1.363,1.424,1.6,1.824
BGD,BGD.8_1,LENT,0.6318,0.575,0.5066,0.4619,0.4378,0.3748
BGR,BGR.1_1,LENT,28.67,27.1,31.27,62.52,56.51,49.84
BGR,BGR.28_1,LENT,3.212,2.971,2.762,2.556,2.352,2.153
BGR,BGR.2_1,LENT,7.211,7.678,11.81,19.53,30.33,28.68
BGR,BGR.6_1,LENT,2.678,2.479,2.292,2.108,2.125,2.125
BLR,BLR.2_1,LENT,23.71,9.614,25.34,9.755,2.171,2.693
BLR,BLR.4_1,LENT,3.735,2.305,1.475,1.936,1.378,1.361
BOL,BOL.4_1,LENT,24.32,22.17,21.32,14.38,15.74,18.66
BOL,BOL.9_1,LENT,1405,2573,739.7,8797,3311,3051
BTN,BTN.11_1,LENT,1.376,0.8115,0.7542,0.43120000000000003,0.2319,0.172
BTN,BTN.12_1,LENT,1.198,0.9805,0.8286,0.5086,0.4142,0.42
BTN,BTN.13_1,LENT,2.716,4.449,7.147,5.723,5.001,5.18
BTN,BTN.2_1,LENT,0.1424,0.1818,0.3119,0.2379,0.1931,0.5616
BTN,BTN.3_1,LENT,1.474,0.9844,1.037,0.7449,0.5617,0.5172
BTN,BTN.9_1,LENT,0,0,0,0,0,0
CAN,CAN.11_1,LENT,0.8491,1.763,1.235,1.513,1.101,1.183
CAN,CAN.12_1,LENT,0.7942,1.656,1.121,1.384,1.027,1.183
CAN,CAN.1_1,LENT,4.933,8.773,6.21,7.624,5.418,6.046
CAN,CAN.2_1,LENT,0.7763,1.398,0.9593,1.206,0.886,1.133
CAN,CAN.3_1,LENT,1.116,2.36,1.557,1.939,1.486,1.704
CAN,CAN.9_1,LENT,0.7743,1.518,1.082,1.404,1.006,1.149
CHL,CHL.10_1,LENT,1322,1168,552.8,2476,1297,860.4
CHL,CHL.12_1,LENT,1.687,1.777,0.9887,5.368,3.554,3.171
CHL,CHL.13_1,LENT,10.95,10.07,5.176,25.6,16.59,13.83
CHL,CHL.14_1,LENT,3.193,3.19,1.828,9.654,6.139,5.707
CHL,CHL.3_1,LENT,93.66,99.65,59,316.5,207.3,185.7
CHL,CHL.6_1,LENT,19.49,19.48,10.8,59.67,38.31,34.5
CHL,CHL.8_1,LENT,6.002,4.721,2.081,9.17,5.307,4.428
CHN,CHN.10_1,LENT,0.0409,0.05013,0.052,0.05805,0.06671,0.07629
CHN,CHN.11_1,LENT,0.3596,0.3243,0.2978,0.2793,0.2573,0.237
CHN,CHN.12_1,LENT,0.03166,0.0418,0.04937,0.05666,0.0627,0.07513
CHN,CHN.13_1,LENT,0.3585,0.3515,0.3545,0.3801,0.4292,0.5106
CHN,CHN.14_1,LENT,1.348,1.325,1.342,1.354,1.372,1.391
CHN,CHN.15_1,LENT,0.03613,0.04372,0.04729,0.05352,0.06352,0.07074
CHN,CHN.16_1,LENT,3.577,3.416,3.339,3.244,3.106,2.941
CHN,CHN.17_1,LENT,0.4216,0.4258,0.4443,0.4692,0.5057,0.529
CHN,CHN.18_1,LENT,1.271,1.181,1.116,1.119,1.059,1.102
CHN,CHN.19_1,LENT,0.07194,0.05415,0.04694,0.04375,0.0406,0.03594
CHN,CHN.1_1,LENT,0.9658,0.981,1.009,1.024,1.029,1.023
CHN,CHN.20_1,LENT,0.03701,0.0127,0.006126,0.003867,0.003109,0.005869
CHN,CHN.22_1,LENT,0.1391,0.1282,0.1479,0.1654,0.1888,0.213
CHN,CHN.23_1,LENT,0.03787,0.04413,0.04484,0.05272,0.06135,0.06411
CHN,CHN.24_1,LENT,0.1237,0.1559,0.206,0.2847,0.346,0.3991
CHN,CHN.25_1,LENT,1.126,1.038,0.9569,0.8976,0.8112,0.7401
CHN,CHN.26_1,LENT,0.3452,0.3495,0.3955,0.4351,0.4764,0.5467
CHN,CHN.27_1,LENT,0.04472,0.05226,0.05213,0.05768,0.06721,0.08426
CHN,CHN.28_1,LENT,0.006558,0.004111,0.002916,0.003431,0.0044,0.004864
CHN,CHN.29_1,LENT,1.03,0.94,1.021,0.9649,1.009,1.164
CHN,CHN.2_1,LENT,0.1749,0.3429,0.5085,0.6109,0.5952,0.5946
CHN,CHN.30_1,LENT,2.039,1.894,1.879,1.943,2.006,2.18
CHN,CHN.31_1,LENT,1.296,1.25,1.301,1.365,1.327,1.337
CHN,CHN.3_1,LENT,0.1272,0.1365,0.1462,0.1696,0.2033,0.2305
CHN,CHN.4_1,LENT,3.577,3.383,3.549,3.51,3.439,3.495
CHN,CHN.5_1,LENT,0.5426,0.3205,0.2169,0.1562,0.1196,0.09532
CHN,CHN.6_1,LENT,1.071,0.992,0.9616,0.9329,0.9159,0.9021
CHN,CHN.7_1,LENT,1.76,1.715,1.75,1.791,1.806,1.815
CHN,CHN.8_1,LENT,0.6326,0.6198,0.6341,0.6666,0.6751,0.694
CHN,CHN.9_1,LENT,4.297,4.132,4.001,3.915,4.175,4.261
COL,COL.10_2,LENT,58.45,56.46,64.28,67.08,65.91,64.11
COL,COL.15_2,LENT,14.8,12.56,10.81,9.174,7.341,6.546
COL,COL.21_2,LENT,37.95,26.93,21.43,17.9,12.51,10.36
COL,COL.22_2,LENT,46.14,45.81,44.96,42.5,38.86,35.86
COL,COL.28_2,LENT,10.85,10.31,10.4,10.02,9.268,8.904
COL,COL.7_2,LENT,18.54,17.77,18.75,18.89,17.48,16.58
DZA,DZA.10_1,LENT,1.595,2.699,5.438,2.531,3.901,4.878
DZA,DZA.11_1,LENT,0,0,0,0,0,0
DZA,DZA.12_1,LENT,13.18,19.35,29.55,13.52,17.56,15.53
DZA,DZA.13_1,LENT,4.157,6.27,10,3.595,4.768,4.323
DZA,DZA.14_1,LENT,5.192,14.81,23.49,8.456,11.37,9.773
DZA,DZA.15_1,LENT,2.25,3.015,4.278,1.365,1.59,1.166
DZA,DZA.16_1,LENT,0,0,0,0,0,0.007252
DZA,DZA.19_1,LENT,6.107,8.971,13.41,4.996,6.917,6.396
DZA,DZA.21_1,LENT,3.661,4.867,6.353,2.009,2.287,1.575
DZA,DZA.23_1,LENT,160,230.6,325.6,117.8,159.8,140
DZA,DZA.24_1,LENT,0.1211,0.1707,0.2388,0.08279,0.1055,0.08551
DZA,DZA.26_1,LENT,1.417,1.959,2.679,0.9032,1.113,0.8641
DZA,DZA.27_1,LENT,0.03769,0.2423,0.3484,0.1377,0.4889,0.9131
DZA,DZA.28_1,LENT,1.837,2.449,3.195,1.019,1.158,0.8005
DZA,DZA.29_1,LENT,4.754,6.198,7.76,2.321,2.398,1.402
DZA,DZA.2_1,LENT,1.868,4.859,6.947,2.47,3.348,2.803
DZA,DZA.30_1,LENT,0.05292,0.07526,0.1064,0.03839,0.06779,0.1289
DZA,DZA.32_1,LENT,0.3245,0.4828,0.6673,0.3272,1.069,1.077
DZA,DZA.34_1,LENT,9.297,12.03,15.08,4.517,4.678,2.73
DZA,DZA.35_1,LENT,0.1287,0.1828,0.258,0.09037,0.1256,0.2079
DZA,DZA.36_1,LENT,0,0,0,0,0,0.6932
DZA,DZA.37_1,LENT,11.58,15.09,19.11,5.815,6.286,4.283
DZA,DZA.38_1,LENT,0.06515,0.0917,0.1281,0.04451,0.07092,0.8411
DZA,DZA.39_1,LENT,34.71,53.09,81.89,30.71,41.77,36.78
DZA,DZA.3_1,LENT,0.09159,0.1293,0.1841,0.08344,0.1316,0.1887
DZA,DZA.40_1,LENT,23.58,30.73,38.89,12,12.85,8.104
DZA,DZA.42_1,LENT,0,0,0,0,0,0
DZA,DZA.43_1,LENT,0.02598,0.03524,0.04711,0.01602,0.0286,0.02447
DZA,DZA.45_1,LENT,0.4905,0.7679,1.345,0.5004,1.108,1.739
DZA,DZA.46_1,LENT,0.4525,0.5889,0.7443,0.2257,0.2388,0.1455
DZA,DZA.47_1,LENT,10.22,16.82,27.38,10.08,13.78,12.21
DZA,DZA.48_1,LENT,0.1296,0.1105,0.2483,0.1225,0.2087,0.2227
