GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AFG,AFG.19_1,BEAN,0.006625,0.004173,0.002792,0.001608,8.075e-4,4.253e-4
AFG,AFG.2_1,BEAN,0.4181,0.4194,0.2663,0.2425,0.2397,0.1929
AFG,AFG.31_1,BEAN,0.01666,0.0128,0.01109,0.009426,0.007709,0.00628
AGO,AGO.10_1,BEAN,10.64,10.73,9.713,9.139,8.514,8.266
AGO,AGO.11_1,BEAN,4.794,4.453,3.892,3.432,3.034,4.22
AGO,AGO.12_1,BEAN,16.23,17.36,17.08,18.43,19.77,23.4
AGO,AGO.13_1,BEAN,15.72,14.28,11.98,10.87,10.21,10.66
AGO,AGO.14_1,BEAN,14.39,14.88,14,14.01,14.51,15.9
AGO,AGO.15_1,BEAN,55.21,59.37,61.19,63.2,65.82,71.34
AGO,AGO.16_1,BEAN,3.107,3.925,4.253,4.408,4.532,5.064
AGO,AGO.17_1,BEAN,49.19,59.56,59.75,62.4,64.2,68.34
AGO,AGO.18_1,BEAN,27.55,27.07,26.31,26.19,25.57,26.37
AGO,AGO.1_1,BEAN,9.905,9.638,8.719,8.532,8.805,10.93
AGO,AGO.2_1,BEAN,8.106,8.384,7.844,7.794,8.136,8.909
AGO,AGO.3_1,BEAN,23.21,25.63,26.32,26.68,28.06,30.98
AGO,AGO.4_1,BEAN,18.55,18.93,17.56,18.1,17.26,17.88
AGO,AGO.5_1,BEAN,27.19,30.51,31.76,32.12,34.82,39.32
AGO,AGO.6_1,BEAN,7.751,8.025,7.318,6.789,6.498,7.186
AGO,AGO.7_1,BEAN,10.44,11.3,11.36,11.74,12.47,13.97
AGO,AGO.8_1,BEAN,75.62,66.98,54.24,43.94,34.61,26.28
AGO,AGO.9_1,BEAN,7.458,8.036,8.152,8.669,9.11,9.938
ALB,ALB.10_1,BEAN,1.111e-4,0,0,0,0,0
ALB,ALB.11_1,BEAN,0.09175,0.09195,0.07806,0.05897,0.04555,0.03843
ALB,ALB.12_1,BEAN,0.0275,0.02668,0.0252,0.02242,0.02328,0.022
ALB,ALB.1_1,BEAN,0.03744,0.03873,0.03549,0.02937,0.02483,0.02273
ALB,ALB.2_1,BEAN,0.1151,0.1159,0.1064,0.09028,0.07692,0.06908
ALB,ALB.3_1,BEAN,0.04352,0.03597,0.02257,0.007567,4.622e-4,1.035e-4
ALB,ALB.4_1,BEAN,0.1529,0.165,0.1438,0.1177,0.1097,0.1033
ALB,ALB.5_1,BEAN,0.0112,0.01037,0.008909,0.006879,0.005421,0.007833
ALB,ALB.6_1,BEAN,0,0,0,0,0,0
ALB,ALB.7_1,BEAN,0.7646,0.7542,0.651,0.4931,0.3645,0.2728
ALB,ALB.8_1,BEAN,4.16,4.014,3.352,2.401,1.598,0.9435
ALB,ALB.9_1,BEAN,0,0,0.03003,0.02661,0.02407,0.02377
ARG,ARG.10_1,BEAN,7.047,5.762,6.243,5.245,8.795,6.947
ARG,ARG.11_1,BEAN,0,0,0,0,0,0
ARG,ARG.12_1,BEAN,0,0,0,0,0,0
ARG,ARG.14_1,BEAN,131.3,133.4,137.9,129.4,115.9,111.6
