GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AFG,AFG.19_1,COTT,0.147,0.1205,0.1086,0.06271,0.05587,0.04766
AFG,AFG.20_1,COTT,0,0,0,0,0,0
AFG,AFG.22_1,COTT,0,0,0,0.02165,0.04823,0.04673
AFG,AFG.23_1,COTT,0,0,0,0,0,0
AFG,AFG.29_1,COTT,0,0,0,0,0,0
AFG,AFG.30_1,COTT,0,0,0,0,0,0
AFG,AFG.31_1,COTT,0.1095,0.08977,0.07603,0.04555,0.03849,0.02781
AFG,AFG.32_1,COTT,0,0,0,0,0.1418,0.1376
AFG,AFG.3_1,COTT,0.0367,0.02841,0.02386,0.01051,0.00816,0.006296
AFG,AFG.4_1,COTT,0,0.002212,0.002248,0.001424,0.01015,0.01732
AGO,AGO.10_1,COTT,2.794,3.491,3.791,4.662,5.396,6.093
AGO,AGO.11_1,COTT,0.2743,0.2681,0.3017,0.2728,0.2565,0.2426
AGO,AGO.12_1,COTT,1067,911.4,758.1,608.1,476.3,329
AGO,AGO.14_1,COTT,8.123,8.235,8.078,8.286,8.949,9.616
AGO,AGO.16_1,COTT,0.7901,0.9085,0.8477,0.7868,0.7506,0.734
AGO,AGO.17_1,COTT,3194,2448,1850,1325,956.6,682.8
AGO,AGO.18_1,COTT,144.3,87.17,51.19,20.56,4.667,2.535
AGO,AGO.1_1,COTT,4.46,4.369,4.199,4.302,4.803,5.94
AGO,AGO.2_1,COTT,4.75,4.92,4.757,4.772,5.144,5.53
AGO,AGO.3_1,COTT,6.909,9.835,11.5,13.39,16.55,19.05
AGO,AGO.5_1,COTT,384.9,262.2,158.3,75.72,22.42,2.78
AGO,AGO.6_1,COTT,17.4,15.79,14.3,13.2,14.6,13.05
AGO,AGO.7_1,COTT,37.89,24.83,16.01,11.14,8.707,7.183
AGO,AGO.8_1,COTT,0.7827,0.9834,0.9964,1.088,1.16,1.26
AGO,AGO.9_1,COTT,7.773,7.971,9.019,10.03,14.49,15.87
ALB,ALB.10_1,COTT,0.1326,0.1256,0.1188,0.1105,0.103,0.09543
ALB,ALB.11_1,COTT,2.206,2.303,2.372,2.2,2.245,2.115
ALB,ALB.12_1,COTT,0.08798,0.09222,0.129,0.1268,0.1333,0.1304
ALB,ALB.1_1,COTT,0.8024,0.8908,0.8709,0.8489,0.8662,0.8177
ALB,ALB.3_1,COTT,3.549,4.405,4.234,3.915,3.768,3.905
ALB,ALB.4_1,COTT,0.6404,0.67,0.6435,0.5989,0.6321,0.6555
ALB,ALB.5_1,COTT,0.04208,0.03056,0.0232,0.0165,0.02296,0.01949
ALB,ALB.6_1,COTT,0.8047,0.7509,0.6977,0.6354,0.5785,0.5207
ALB,ALB.9_1,COTT,0,0,0.004394,0.004143,0.003927,0.003703
ARG,ARG.10_1,COTT,506.6,349,183.7,80.19,6.422,0.2175
ARG,ARG.12_1,COTT,61.49,53.99,43.23,45.75,26.67,22.84
ARG,ARG.14_1,COTT,21.69,17.38,14.1,8.302,8.971,5.962
ARG,ARG.17_1,COTT,3.489,3.129,2.549,2.69,1.576,1.404
ARG,ARG.19_1,COTT,0.06789,0.06284,0.05346,0.06021,0.03817,0.03719
ARG,ARG.21_1,COTT,0.6401,0.5515,0.4357,0.4595,0.273,0.2439
ARG,ARG.22_1,COTT,0.8971,0.8511,0.7212,0.8214,0.5558,0.5791
