GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024,EF_2025
AGO,AGO.10_1,PMIL,14.55,24.4,24.74,29.34,34.4,28.61
AGO,AGO.12_1,PMIL,30.56,43.19,37.83,39.49,41.44,31.08
AGO,AGO.13_1,PMIL,25.75,38.06,35.11,38.48,42.86,33.63
AGO,AGO.15_1,PMIL,62.22,103.2,110.9,136.1,171.2,152
AGO,AGO.16_1,PMIL,5.767,10.64,11.88,14.32,17.27,15.91
AGO,AGO.18_1,PMIL,13010,7855,4419,1613,173.3,12.48
AGO,AGO.2_1,PMIL,13.62,20.83,19.03,20.45,24.44,21.87
AGO,AGO.3_1,PMIL,47.95,67.87,57.79,56.03,56.9,40.05
AGO,AGO.4_1,PMIL,4873,3775,2761,2023,1503,1178
AGO,AGO.5_1,PMIL,39.45,66.11,68.73,81.79,104.5,95
AGO,AGO.7_1,PMIL,396,551.3,478.3,477.9,475.7,316.7
AGO,AGO.8_1,PMIL,19.04,34.69,35.46,49.86,67.15,66.73
AGO,AGO.9_1,PMIL,1703,2341,2008,1953,1876,1179
ALB,ALB.2_1,PMIL,0.7387,0.6451,0.5105,0.3971,0.2836,0.1703
AZE,AZE.10_1,PMIL,0.06611,0.09505,0.07603,0.09804,0.106,0.09728
AZE,AZE.2_1,PMIL,0.0042,0.00596,0.004712,0.001117,0.001279,0.006124
AZE,AZE.3_1,PMIL,0,0,0,0,0,0
AZE,AZE.6_1,PMIL,0,0,0,0,0,0
AZE,AZE.8_1,PMIL,54.42,75.05,56.94,12.72,11.7,8.576
AZE,AZE.9_1,PMIL,0.2576,0.3501,0.2603,0.05644,0.0496,0.03349
BDI,BDI.11_1,PMIL,0.4876,0.4593,0.4911,0.661,0.6398,0.6556
BDI,BDI.13_1,PMIL,0.9312,0.8394,0.7753,1.211,1.142,1.637
BDI,BDI.16_1,PMIL,0.4801,0.4373,0.4004,0.5962,0.5182,0.5797
BDI,BDI.17_1,PMIL,0.1554,0.1523,0.141,0.154,0.1727,0.3364
BDI,BDI.1_1,PMIL,0.7267,0.5682,0.3974,0.2734,0.1923,0.1273
BDI,BDI.5_1,PMIL,1.777,1.897,1.757,2.097,2.519,2.951
BDI,BDI.6_1,PMIL,0.1981,0.1622,0.1281,0.09242,0.08333,0.07134
BEN,BEN.1_1,PMIL,0.2524,0.3228,0.1817,0.1783,0.1308,0.127
BEN,BEN.4_1,PMIL,1.805,1.709,1.728,2.177,2.217,2.163
BEN,BEN.5_1,PMIL,0.7163,0.6427,0.5728,0.6403,0.5791,0.5033
BFA,BFA.10_1,PMIL,0.002082,0.002198,0.00122,7.716e-4,2.379e-4,0
BFA,BFA.11_1,PMIL,0,0,0,0,0,0
BFA,BFA.12_1,PMIL,0,0,0,0,0,0
BFA,BFA.13_1,PMIL,3.399,3.935,2.572,2.185,1.566,1.222
BFA,BFA.1_1,PMIL,0.06627,0.08391,0.06217,0.06092,0.05116,0.04935
BFA,BFA.2_1,PMIL,0.9932,1.196,0.8223,0.7476,0.5921,0.5225
BFA,BFA.3_1,PMIL,0.03128,0.03641,0.02408,0.02024,0.01491,0.02761
BFA,BFA.4_1,PMIL,0,0,0,0,9.588e-5,9.722e-5
BFA,BFA.5_1,PMIL,0.0826,0.09685,0.06594,0.06611,0.0582,0.05592
BFA,BFA.6_1,PMIL,0.04803,0.05512,0.03542,0.02931,0.02071,0.01889
BFA,BFA.7_1,PMIL,0,0,0,0,0,0
BFA,BFA.8_1,PMIL,0.1347,0.1874,0.1573,0.1772,0.2268,0.4478
BFA,BFA.9_1,PMIL,0.2297,0.29,0.211,0.2088,0.1961,0.1979
BLR,BLR.2_1,PMIL,1.28,1.34,1.486,1.349,1.289,1.249
BWA,BWA.11_1,PMIL,16.99,48.56,60.1,61.87,82.52,61.79
BWA,BWA.12_1,PMIL,254.5,922.3,953.7,1197,915.9,559.9
BWA,BWA.14_1,PMIL,13060,46330,46550,56000,40040,21540
BWA,BWA.15_1,PMIL,0,0,0,0,0,0
BWA,BWA.1_1,PMIL,7.658,32.7,38.31,52.11,51.11,39.92
BWA,BWA.2_1,PMIL,28.71,36.41,47.88,24.45,36.95,20.54
BWA,BWA.3_1,PMIL,2.915,7.137,6.342,6.116,3.123,1.54
BWA,BWA.8_1,PMIL,11.58,45.04,50.31,68.35,61.06,47.08
