GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AFG,AFG.19_1,SORG,1.332,0.8659,0.5891,0.3775,0.1233
AFG,AFG.31_1,SORG,0.3268,0.1955,0.119,0.08018,0.05331
AGO,AGO.10_1,SORG,53.72,58.07,55.59,66.13,61.65
AGO,AGO.11_1,SORG,11.66,11.18,10.52,11.38,9.693
AGO,AGO.12_1,SORG,1.281,0.7219,0.3241,0.08538,0.02022
AGO,AGO.13_1,SORG,14.63,15.31,15.25,19.67,19.21
AGO,AGO.14_1,SORG,47.25,42.99,36.98,37.82,29.71
AGO,AGO.15_1,SORG,111.5,120.5,126.4,158.2,156.4
AGO,AGO.16_1,SORG,10.33,11.9,12.48,15.14,14.96
AGO,AGO.18_1,SORG,114.3,83.29,59.94,49.08,34.13
AGO,AGO.1_1,SORG,53.72,55.92,52.78,62.66,62.8
AGO,AGO.2_1,SORG,21.87,22.87,21.77,26.19,26.3
AGO,AGO.3_1,SORG,29.71,31.62,31.65,37.82,36.12
AGO,AGO.5_1,SORG,45.54,48.98,49.06,58.55,57.31
AGO,AGO.6_1,SORG,64380,57370,47810,47440,36000
AGO,AGO.7_1,SORG,116.7,116,108.8,123,110.2
AGO,AGO.8_1,SORG,48.65,59,58.56,84.04,89.55
AGO,AGO.9_1,SORG,134.6,120.4,100.9,101.1,77.9
ALB,ALB.2_1,SORG,1.891,1.724,1.551,1.394,1.228
ALB,ALB.7_1,SORG,0,0,0,0,0
ARE,ARE.1_1,SORG,0,0,0,0,0
ARG,ARG.10_1,SORG,5.095,2.766,3.229,5.754,4.12
ARG,ARG.11_1,SORG,0.01452,0.00676,0.006409,0.008987,0.004972
ARG,ARG.14_1,SORG,12.98,11.78,10.19,8.189,7.033
ARG,ARG.16_1,SORG,0.2705,0.1791,0.2668,0.5306,0.495
ARG,ARG.17_1,SORG,11.95,6.594,7.682,13.58,9.996
ARG,ARG.19_1,SORG,0.0445,0.0208,0.01967,0.02819,0.01694
ARG,ARG.1_1,SORG,0.1424,0.06578,0.06229,0.09009,0.05208
ARG,ARG.21_1,SORG,0.1341,0.06003,0.05615,0.08041,0.04654
ARG,ARG.22_1,SORG,1.296,0.6245,0.6148,0.9174,0.5663
ARG,ARG.24_1,SORG,0.9778,0.4821,0.4875,0.7457,0.477
ARG,ARG.2_1,SORG,0.6015,0.3226,0.3714,0.608,0.4296
ARG,ARG.3_1,SORG,1.091,0.5748,0.6506,1.176,0.8563
ARG,ARG.6_1,SORG,0.1384,0.06713,0.06623,0.1002,0.0612
ARG,ARG.7_1,SORG,3.867,2.083,2.45,4.628,3.673
ARG,ARG.8_1,SORG,0.2177,0.1052,0.1051,0.1656,0.1055
ARG,ARG.9_1,SORG,4.378,2.398,2.791,4.643,3.282
AUS,AUS.10_1,SORG,4.97,1.254,0.7383,0.79990000000000006,0.7971
AUS,AUS.11_1,SORG,0.1998,0.05165,0.03771,0.1008,0.2142
AUS,AUS.5_1,SORG,0.2991,0.06895,0.04421,0.04726,0.04687
AUS,AUS.6_1,SORG,0.3102,0.06883,0.03881,0.04085,0.03788
AUS,AUS.7_1,SORG,0.08733,0.02151,0.01386,0.01561,0.01505
AUS,AUS.8_1,SORG,0.379,0.08079,0.04278,0.04021,0.03252
AUT,AUT.1_1,SORG,0.2063,0.2107,0.2792,0.1784,0.1869
AUT,AUT.2_1,SORG,0.3883,0.4331,0.5615,0.3575,0.5923
AUT,AUT.3_1,SORG,0.3495,0.3811,0.5193,0.3845,0.4111
AUT,AUT.4_1,SORG,0.2449,0.2405,0.3016,0.1842,0.1793
AUT,AUT.6_1,SORG,1.179,1.275,1.788,1.231,1.406
AUT,AUT.9_1,SORG,2.201,2.224,2.886,1.839,1.89
AZE,AZE.2_1,SORG,0.0246,0.05203,0.06046,0.1044,0.05606
AZE,AZE.3_1,SORG,0,0,0,0,0
AZE,AZE.9_1,SORG,1.665,3.628,4.865,18.71,19.51
BDI,BDI.10_1,SORG,0.2563,0.1241,0.1038,0.08585,0.06795
BDI,BDI.11_1,SORG,0.8388,0.4765,0.4518,0.4438,0.4196
BDI,BDI.12_1,SORG,4.685,2.177,1.834,1.513,1.197
BDI,BDI.13_1,SORG,0.3582,0.1609,0.1323,0.1064,0.08239
BDI,BDI.14_1,SORG,5.027,2.319,1.951,1.608,1.269
BDI,BDI.15_1,SORG,0.2364,0.1434,0.1439,0.1421,0.1334
BDI,BDI.16_1,SORG,0.5233,0.2495,0.2148,0.2002,0.1721
BDI,BDI.17_1,SORG,0.5603,0.248,0.2003,0.1614,0.1289
BDI,BDI.1_1,SORG,1.23,0.6626,0.6337,0.5956,0.5904
BDI,BDI.2_1,SORG,1.424,0.7361,0.6881,0.6455,0.6015
BDI,BDI.3_1,SORG,7.199,3.253,2.658,2.167,1.703
BDI,BDI.4_1,SORG,3.701,1.997,1.691,1.429,1.177
BDI,BDI.5_1,SORG,0.5829,0.2881,0.2654,0.2639,0.296
BDI,BDI.6_1,SORG,4.348,2.678,2.684,2.655,2.715
BDI,BDI.7_1,SORG,4.038,1.928,1.62,1.338,1.071
BDI,BDI.8_1,SORG,0.6215,0.2801,0.2319,0.1895,0.1485
BDI,BDI.9_1,SORG,3.1,1.71,1.64,1.489,1.367
BEL,BEL.3_1,SORG,0,0,0,0,0
BEN,BEN.10_1,SORG,2.643,1.478,0.6187,0.2386,0.07969
BEN,BEN.11_1,SORG,42.6,53.84,60.92,53.44,55.46
BEN,BEN.12_1,SORG,0.139,0.1107,0.1238,0.09473,0.09741
BEN,BEN.1_1,SORG,0.3721,0.4012,0.4256,0.3475,0.3493
BEN,BEN.2_1,SORG,0.5295,0.6055,0.6992,0.6629,0.7684
BEN,BEN.3_1,SORG,0.06974,0.04439,0.02278,0.007758,0.001469
BEN,BEN.4_1,SORG,0.7732,0.8008,0.8116,0.6383,0.6671
BEN,BEN.5_1,SORG,1.475,1.725,1.908,2.16,2.327
BEN,BEN.6_1,SORG,1.737,1.664,1.52,1.071,0.9188
BEN,BEN.7_1,SORG,0.298,0.3985,0.5998,0.559,0.5559
BEN,BEN.9_1,SORG,2.936,2.6,2.21,1.81,1.478
BFA,BFA.10_1,SORG,0.003519,0.003063,0.001786,0.001218,3.903e-4
BFA,BFA.11_1,SORG,0,0,0,0,0
BFA,BFA.13_1,SORG,1.419,1.39,0.9687,0.9225,0.725
BFA,BFA.1_1,SORG,0.07404,0.07853,0.06173,0.06654,0.05916
BFA,BFA.2_1,SORG,0.6486,0.6599,0.4789,0.4831,0.41
BFA,BFA.3_1,SORG,0.009624,0.009354,0.006488,0.006026,0.004862
BFA,BFA.4_1,SORG,0,0,0,0,7.22e-4
BFA,BFA.5_1,SORG,0.0639,0.05989,0.04019,0.03726,0.02755
BFA,BFA.6_1,SORG,0.02539,0.02439,0.01666,0.01523,0.01139
BFA,BFA.7_1,SORG,0,0,0,0,0
BFA,BFA.8_1,SORG,0.15310000000000001,0.1769,0.1544,0.1855,0.238
BFA,BFA.9_1,SORG,0.1496,0.1522,0.1135,0.1177,0.1082
BGD,BGD.2_1,SORG,69.53,83.19,70.03,93.37,87.93
BGD,BGD.3_1,SORG,14.26,10.02,3.965,2.402,0.4746
BGD,BGD.5_1,SORG,39.74,25.18,16.57,9.44,2.843
BGD,BGD.7_1,SORG,1.069,1.049,1.355,1.573,1.487
BGR,BGR.10_1,SORG,0.09361,0.1645,0.1899,0.1349,0.1385
BGR,BGR.11_1,SORG,0.1255,0.2403,0.2647,0.2793,0.3255
BGR,BGR.12_1,SORG,0.06875,0.1374,0.1142,0.07276,0.08358
BGR,BGR.13_1,SORG,0.07179,0.1338,0.1437,0.1504,0.22
BGR,BGR.14_1,SORG,0.1162,0.2416,0.203,0.1493,0.3667
BGR,BGR.15_1,SORG,0.1116,0.2464,0.215,0.1816,0.2397
BGR,BGR.16_1,SORG,0.1758,0.2853,0.4168,0.2819,0.3613
BGR,BGR.17_1,SORG,0.2476,0.4955,0.4079,0.4147,0.6897
BGR,BGR.18_1,SORG,0.1186,0.2334,0.1992,0.1633,0.2103
BGR,BGR.19_1,SORG,0.4308,0.9749,0.8042,0.513,0.6087
BGR,BGR.1_1,SORG,0.09228,0.1701,0.1353,0.08061,0.1944
BGR,BGR.21_1,SORG,0.2304,0.4411,0.3451,0.2663,0.3011
BGR,BGR.22_1,SORG,0.2322,0.4947,0.4148,0.298,0.3638
BGR,BGR.23_1,SORG,0.06534,0.1294,0.1098,0.12,0.2161
BGR,BGR.24_1,SORG,0.1508,0.3031,0.3016,0.2,0.2337
BGR,BGR.25_1,SORG,0.1363,0.2886,0.2504,0.1909,0.2576
BGR,BGR.26_1,SORG,0.0074,0.02277,0.01891,0.01325,0.01211
BGR,BGR.27_1,SORG,0.1963,0.3283,0.3289,0.2179,0.2404
BGR,BGR.28_1,SORG,0.3082,0.6199,0.51,0.3201,0.4019
BGR,BGR.2_1,SORG,0.09946,0.2051,0.3728,0.2732,0.3468
BGR,BGR.3_1,SORG,0.1306,0.4612,0.6434,0.634,0.7382
BGR,BGR.4_1,SORG,0.6015,1.205,1.003,0.6365,0.7706
BGR,BGR.5_1,SORG,0.07743,0.1478,0.1164,0.0783,0.1386
BGR,BGR.6_1,SORG,0.1537,0.2749,0.2188,0.1546,0.2238
BGR,BGR.7_1,SORG,9.085,16.5,13.55,9.188,10.13
BGR,BGR.8_1,SORG,0.1532,0.2718,0.1936,0.09979,0.09529
BGR,BGR.9_1,SORG,0.4899,0.9872,0.8106,0.56,0.6515
BIH,BIH.3_1,SORG,80.88,57.11,40.16,23.92,7.974
BLR,BLR.1_1,SORG,0,0,0,0,0
BLR,BLR.2_1,SORG,0.5722,0.2719,0.4845,0.3626,0.2417
BLR,BLR.4_1,SORG,2.344,1.014,0.8622,0.805,0.7682
BLZ,BLZ.1_1,SORG,1379,1392,742.4,441,401.7
BLZ,BLZ.2_1,SORG,29.21,32.6,19.98,14.37,16.48
BLZ,BLZ.3_1,SORG,1.101,1.359,0.8525,0.627,0.6979
BLZ,BLZ.4_1,SORG,2.478,2.429,1.351,0.8908,0.9373
BOL,BOL.1_1,SORG,105.2,108.3,116,114.9,119.2
BOL,BOL.2_1,SORG,45.23,38.13,31.26,24.6,18.35
BOL,BOL.3_1,SORG,7.699,8.128,9.026,10.51,11.12
BOL,BOL.4_1,SORG,31.32,31.36,31.77,36.28,38.09
BOL,BOL.7_1,SORG,2.951,2.67,2.389,2.108,1.827
BOL,BOL.8_1,SORG,2.329,2.487,2.821,3.003,3.154
BOL,BOL.9_1,SORG,14.87,15.66,18.3,19.8,20.12
BRA,BRA.10_1,SORG,7.242,9.148,8.931,6.863,7.985
BRA,BRA.11_1,SORG,2.964,2.956,2.345,1.412,1.443
BRA,BRA.12_1,SORG,5.342,5.137,3.809,2.14,2.049
BRA,BRA.13_1,SORG,1.016,1.145,1.03,0.7122,0.8055
BRA,BRA.14_1,SORG,14.88,19.32,19.02,13.61,15.36
BRA,BRA.15_1,SORG,84.38,78.96,55.98,29.3,25.5
BRA,BRA.16_1,SORG,0.604,0.6959,0.5744,0.3744,0.3973
BRA,BRA.17_1,SORG,3.455,3.501,2.787,1.758,1.954
BRA,BRA.18_1,SORG,5.916,6.234,5.529,4.398,4.94
BRA,BRA.19_1,SORG,1.2,1.298,1.119,0.8667,1.007
BRA,BRA.20_1,SORG,9.749,8.89,6.162,3.148,2.634
BRA,BRA.21_1,SORG,0.7031,0.7224,0.6348,0.4292,0.4314
BRA,BRA.24_1,SORG,2.918,3.193,2.898,1.94,2.054
BRA,BRA.25_1,SORG,0.9487,1.076,0.9305,0.6098,0.6573
BRA,BRA.27_1,SORG,7.85,8.718,7.906,5.318,5.974
BRA,BRA.2_1,SORG,0.094,0.09662,0.08086,0.04792,0.04909
BRA,BRA.5_1,SORG,7.274,8.531,8.273,6,6.758
BRA,BRA.6_1,SORG,1.721,1.563,1.091,0.5836,0.546
BRA,BRA.7_1,SORG,0.04876,0.04793,0.0385,0.02197,0.02167
BRA,BRA.8_1,SORG,2.963,3.137,2.582,2.054,2.264
BRA,BRA.9_1,SORG,1.551,1.784,1.612,1.102,1.205
BWA,BWA.11_1,SORG,4.29,6.315,3.873,6.389,4.696
BWA,BWA.12_1,SORG,303.6,481.5,247.9,430.3,261.1
BWA,BWA.14_1,SORG,1.605,2.804,1.624,2.936,1.894
BWA,BWA.15_1,SORG,2.695,4.342,2.34,4.215,2.709
BWA,BWA.1_1,SORG,2.214,3.818,2.144,3.986,2.785
BWA,BWA.2_1,SORG,0.9099,1.472,0.8463,1.507,1.029
BWA,BWA.3_1,SORG,3.448,3.474,1.486,1.799,0.5272
BWA,BWA.4_1,SORG,0.6596,2.397,1.352,2.648,1.901
BWA,BWA.7_1,SORG,0,0,0,0,0
BWA,BWA.8_1,SORG,4.887,8.621,5.027,9.995,7.37
BWA,BWA.9_1,SORG,0.02615,0.04446,0.024,0.0445,0.02973
CAF,CAF.10_1,SORG,36.01,34,31.7,29.53,30.08
CAF,CAF.11_1,SORG,9,8.704,8.335,7.898,8.573
CAF,CAF.12_1,SORG,95.99,82.01,69.8,58.99,53.83
CAF,CAF.13_1,SORG,10.88,9.855,8.932,8.457,8.615
CAF,CAF.14_1,SORG,7.71,8.23,8.846,9.223,10.63
CAF,CAF.15_1,SORG,5.614,5.549,5.765,6.061,6.867
CAF,CAF.16_1,SORG,61650,48020,37870,29310,22600
CAF,CAF.17_1,SORG,1.221,1.083,0.907,1.252,1.726
CAF,CAF.1_1,SORG,19.79,21.47,23,26.13,32.61
CAF,CAF.2_1,SORG,1929,1646,1387,1144,957
CAF,CAF.3_1,SORG,1074,824.3,636.5,500.4,411.1
CAF,CAF.4_1,SORG,99.12,79.89,45.76,26.82,18.07
CAF,CAF.5_1,SORG,31.9,27.35,23.16,19.4,16.75
CAF,CAF.6_1,SORG,35.71,30.31,25.12,20.44,16.96
CAF,CAF.7_1,SORG,25870,21190,17460,14060,11230
CAF,CAF.8_1,SORG,6886,5729,4680,3720,2948
CAF,CAF.9_1,SORG,34450,25160,17510,11890,8434
CAN,CAN.11_1,SORG,263.1,205.5,851.8,523.7,583.4
CHE,CHE.11_1,SORG,1.238,1.321,2.908,1.976,2.098
CHE,CHE.21_1,SORG,1.96,2.907,3.087,2.219,2.123
CHE,CHE.8_1,SORG,0,0,0,0,0
CHN,CHN.10_1,SORG,0.15310000000000001,0.1194,0.1118,0.1002,0.09508
CHN,CHN.11_1,SORG,0.2067,0.1713,0.1751,0.1749,0.1608
CHN,CHN.12_1,SORG,0.05416,0.06978,0.08736,0.1156,0.1312
CHN,CHN.13_1,SORG,0.3795,0.3334,0.3776,0.45,0.5054
CHN,CHN.14_1,SORG,1.723,1.502,1.605,1.65,1.639
CHN,CHN.15_1,SORG,0.01854,0.02104,0.02638,0.03275,0.03953
CHN,CHN.16_1,SORG,10.91,9.426,10.5,10.44,9.704
CHN,CHN.17_1,SORG,0.07424,0.06424,0.06616,0.07223,0.07654
CHN,CHN.18_1,SORG,0.08542,0.06817,0.06663,0.06156,0.05424
CHN,CHN.19_1,SORG,0.04492,0.03451,0.03257,0.03128,0.02744
CHN,CHN.1_1,SORG,0.3398,0.2982,0.3212,0.3214,0.2992
CHN,CHN.20_1,SORG,6.082e-4,4.508e-4,4.123e-4,9.867e-4,8.558e-4
CHN,CHN.22_1,SORG,0.1948,0.1737,0.262,0.2923,0.294
