GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AFG,AFG.14_1,RICE,0,0,0,0,0
AFG,AFG.18_1,RICE,0,0,0,0,0
AFG,AFG.19_1,RICE,0.04053,0.0315,0.02536,0.01849,0.01278
AFG,AFG.1_1,RICE,0,0,0,0,0
AFG,AFG.22_1,RICE,0,0,0,0.001278,0.004087
AFG,AFG.2_1,RICE,0.1688,0.01114,0.003068,0.00113,9.057e-4
AFG,AFG.30_1,RICE,0,0,0,0.3663,0.3511
AFG,AFG.31_1,RICE,0.04349,0.03597,0.02956,0.02218,0.0163
AFG,AFG.32_1,RICE,0,0,0,0,0.09577
AFG,AFG.3_1,RICE,0.007035,0.005142,0.003289,0.001429,2.544e-4
AFG,AFG.4_1,RICE,0,0,0,0,7.824e-5
AGO,AGO.10_1,RICE,397.1,350.9,301.2,67.1,71.19
AGO,AGO.12_1,RICE,15.55,15.36,14.59,3.789,4.871
AGO,AGO.13_1,RICE,35.32,31.87,27.88,6.453,7.242
AGO,AGO.14_1,RICE,19,18.92,18.22,4.827,6.625
AGO,AGO.15_1,RICE,21.68,21.62,21.84,5.814,7.653
AGO,AGO.17_1,RICE,17.46,18.69,18.27,4.952,6.277
AGO,AGO.18_1,RICE,2.907,2.532,2.25,1.261,1.221
AGO,AGO.1_1,RICE,65.14,55.99,47.22,10.29,10.67
AGO,AGO.3_1,RICE,26.25,25.57,24.57,6.169,7.681
AGO,AGO.4_1,RICE,80.94,62.74,47.03,36.87,31.77
AGO,AGO.5_1,RICE,11.87,12.77,13.28,3.683,5.056
AGO,AGO.6_1,RICE,11.63,12.25,13.04,3.58,4.415
AGO,AGO.7_1,RICE,0.1579,0.1947,0.1787,0.04342,0.128
AGO,AGO.8_1,RICE,0,0,0,0,0
AGO,AGO.9_1,RICE,420.2,379.5,332.8,76.25,83.84
ALB,ALB.2_1,RICE,0.4173,0.3907,0.3514,0.2976,0.2673
ALB,ALB.7_1,RICE,0,0,0,0,0
ARG,ARG.14_1,RICE,26.45,24.52,27.1,24.22,21.03
ARG,ARG.17_1,RICE,17.03,13.21,9.755,6.789,4.485
ARG,ARG.21_1,RICE,0.4311,0.3129,0.3146,0.2704,0.2051
ARG,ARG.3_1,RICE,0.1341,0.1146,0.122,0.1817,0.1669
ARG,ARG.7_1,RICE,0.4722,0.3839,0.4322,0.4429,0.4888
ARG,ARG.8_1,RICE,0.4732,0.3448,0.3558,0.3404,0.285
ARG,ARG.9_1,RICE,1.226,0.9781,1.14,1.159,1.054
AUS,AUS.10_1,RICE,2.801,0.3145,0.2254,0.2955,0.2597
AUS,AUS.5_1,RICE,0.1591,0.01459,0.006863,0.007161,0.005421
AUS,AUS.6_1,RICE,1.448,0.1618,0.09339,0.5073,0.4386
AUS,AUS.7_1,RICE,0.6994,0.07175,0.03741,0.04305,0.0309
AZE,AZE.2_1,RICE,0.1784,0.1061,0.0586,0.01981,0.007387
AZE,AZE.3_1,RICE,0.03979,0.03393,0.02883,0.01978,0.01905
AZE,AZE.4_1,RICE,0,0,0,0,0
AZE,AZE.5_1,RICE,0,0,0,0,0
AZE,AZE.6_1,RICE,0.3169,0.2722,0.2332,0.1617,0.1632
AZE,AZE.9_1,RICE,0.1958,0.1295,0.07413,0.02177,0.004478
BDI,BDI.10_1,RICE,0.001845,8.575e-4,9.132e-4,0.001498,0.001973
BDI,BDI.11_1,RICE,0.03695,0.01596,0.01473,0.01373,0.01065
BDI,BDI.13_1,RICE,14.9,12.33,10.29,8.939,7.031
BDI,BDI.16_1,RICE,0.0713,0.03398,0.03316,0.03255,0.02647
BDI,BDI.17_1,RICE,19.4,18.86,15.65,14.82,11.05
BDI,BDI.1_1,RICE,0.134,0.07328,0.07738,0.07879,0.0742
BDI,BDI.3_1,RICE,0.07644,0.05863,0.04394,0.03277,0.02739
BDI,BDI.5_1,RICE,0.2145,0.2321,0.2058,0.2164,0.2676
BDI,BDI.6_1,RICE,0.08239,0.04794,0.0507,0.05795,0.05776
BEN,BEN.10_1,RICE,1.193,1.006,1.055,1.214,1.207
BEN,BEN.11_1,RICE,3.053,2.825,3.024,3.196,3.121
BEN,BEN.12_1,RICE,0.5131,0.4263,0.6074,0.6822,0.655
BEN,BEN.1_1,RICE,0.0296,0.02141,0.01979,0.01904,0.01646
BEN,BEN.2_1,RICE,0.7862,0.6344,0.6645,0.7745,0.8048
BEN,BEN.3_1,RICE,4.533,3.448,3.339,3.438,3.333
BEN,BEN.4_1,RICE,0.1741,0.1354,0.139,0.1542,0.1545
BEN,BEN.5_1,RICE,0.6607,0.5722,0.6131,0.8868,0.8909
BEN,BEN.6_1,RICE,3.009,2.583,3.179,3.927,4.381
BEN,BEN.7_1,RICE,1.186,1.044,1.09,1.123,1.085
BEN,BEN.9_1,RICE,4.972,3.987,3.782,4.073,3.923
BFA,BFA.10_1,RICE,0.005954,0.005158,0.004477,0.003182,0.002571
BFA,BFA.11_1,RICE,0,0,0,0,0
BFA,BFA.13_1,RICE,0.8442,0.755,0.6682,0.5049,0.4373
BFA,BFA.1_1,RICE,0.05722,0.05444,0.05338,0.04461,0.04323
BFA,BFA.2_1,RICE,0.1589,0.159,0.1575,0.1418,0.1595
BFA,BFA.3_1,RICE,0.024140000000000002,0.02132,0.01892,0.01954,0.04186
BFA,BFA.4_1,RICE,0,0,0,0,1.134e-4
BFA,BFA.5_1,RICE,0.1074,0.09433,0.08442,0.06631,0.06182
