GID_0,GID_1,crop_type,EF_2020,EF_2021,EF_2022,EF_2023,EF_2024
AFG,AFG.19_1,TOBA,2.947,1.251,0.6886,0.2295,0
AFG,AFG.31_1,TOBA,1.051,0.3851,0.1972,0.07423,0.01119
AGO,AGO.10_1,TOBA,9.631,9.705,9.994,10.68,10.77
AGO,AGO.12_1,TOBA,57.45,48.06,39.52,32.41,26.1
AGO,AGO.13_1,TOBA,30.37,22.97,16.4,11.27,7.613
AGO,AGO.14_1,TOBA,15.47,15.79,15.61,16.26,17.03
AGO,AGO.15_1,TOBA,36.55,39.58,43.79,47.18,49.65
AGO,AGO.17_1,TOBA,13.32,9.243,6.731,4.669,3.109
AGO,AGO.18_1,TOBA,61.84,36.17,21.9,9.011,2.231
AGO,AGO.1_1,TOBA,3.371,3.077,2.976,2.715,2.42
AGO,AGO.2_1,TOBA,9.684,10.12,10.24,10.45,10.66
AGO,AGO.3_1,TOBA,16.67,16.61,16.6,16.58,16.6
AGO,AGO.4_1,TOBA,215.2,197.7,201.4,245.6,239.2
AGO,AGO.5_1,TOBA,15.74,16.51,16.93,17.1,17.5
AGO,AGO.6_1,TOBA,22.27,24.92,25.37,25.6,25.94
AGO,AGO.7_1,TOBA,8.901,8.275,7.593,6.972,6.309
AGO,AGO.8_1,TOBA,2.211,0.3005,0.2437,0.1861,0.1254
AGO,AGO.9_1,TOBA,6.325,6.577,6.847,7.214,7.373
ALB,ALB.10_1,TOBA,0.0574,0.05307,0.04709,0.04018,0.03422
ALB,ALB.11_1,TOBA,0.009269,0.005602,0.002783,0.001128,2.497e-4
ALB,ALB.2_1,TOBA,0.6877,0.6714,0.5662,0.5522,0.4741
ALB,ALB.3_1,TOBA,0.1544,0.09833,0.05391,0.01978,7.415e-4
ALB,ALB.7_1,TOBA,1.193,0.9814,0.6565,0.4315,0.1408
ALB,ALB.9_1,TOBA,0,0,0.03633,0.03603,0.03392
ARE,ARE.1_1,TOBA,0,0,0,0,0
ARG,ARG.10_1,TOBA,6.596,6.269,6.135,6.048,6.281
ARG,ARG.12_1,TOBA,0,0,0,0,0
ARG,ARG.14_1,TOBA,78.54,76.97,76.46,73.18,69.9
ARG,ARG.17_1,TOBA,4.444,3.989,3.854,3.569,3.193
ARG,ARG.21_1,TOBA,3.312,2.847,2.43,2.005,1.554
ARG,ARG.22_1,TOBA,5.358,3.759,2.311,1.115,0.3607
ARG,ARG.24_1,TOBA,0.2462,0.1915,0.1473,0.1099,0.08417
ARG,ARG.2_1,TOBA,2.569,1.759,1.096,0.5763,0.2408
ARG,ARG.3_1,TOBA,0.378,0.3372,0.3038,0.2613,0.2158
ARG,ARG.7_1,TOBA,6.697,7.545,6.957,6.937,6.546
ARG,ARG.9_1,TOBA,1.239,1.073,0.9793,0.7972,0.6172
ARM,ARM.1_1,TOBA,2.791,1.733,1.616,1.26,1.112
ARM,ARM.2_1,TOBA,0,0,0,0.01055,0.01044
ARM,ARM.3_1,TOBA,0,0,0,0,0
AUS,AUS.10_1,TOBA,256.1,214.4,176.2,141,108.2
AUS,AUS.7_1,TOBA,454.6,392,329.5,267.1,205
AUT,AUT.8_1,TOBA,0.2647,0.2578,0.2468,0.2293,0.2092
AZE,AZE.10_1,TOBA,0,0,0,0,0
AZE,AZE.2_1,TOBA,0.03725,0.03625,0.04076,0.02856,0.05712
AZE,AZE.3_1,TOBA,0,0,0,0,0
AZE,AZE.4_1,TOBA,0,0,0,0,0
AZE,AZE.5_1,TOBA,0,0,0,0,0
AZE,AZE.6_1,TOBA,1.618,1.092,0.5587,0.1062,0.1045
AZE,AZE.7_1,TOBA,0,0,0,0,0
AZE,AZE.9_1,TOBA,0.1528,0.164,0.1911,0.2007,0.2848
BDI,BDI.10_1,TOBA,0.3648,0.3169,0.2699,0.2239,0.1767
BDI,BDI.11_1,TOBA,1.093,1.151,1.178,1.185,1.193
BDI,BDI.12_1,TOBA,3.714,4.294,4.384,4.386,4.775
BDI,BDI.13_1,TOBA,9.51,7.894,6.528,5.199,4.014
BDI,BDI.14_1,TOBA,1.691,1.872,1.924,2.114,2.245
BDI,BDI.15_1,TOBA,0.5408,0.5618,0.5613,0.538,0.5119
BDI,BDI.16_1,TOBA,0.6116,0.5248,0.4481,0.3869,0.3618
BDI,BDI.17_1,TOBA,0.6688,0.5788,0.4926,0.4099,0.335
BDI,BDI.1_1,TOBA,3.677,4.07,3.885,3.716,3.574
BDI,BDI.2_1,TOBA,1.787,1.697,1.59,1.464,1.35
BDI,BDI.3_1,TOBA,7.251,8.049,8.213,8.831,9.686
BDI,BDI.4_1,TOBA,7.59,9.472,9.443,9.808,10.17
BDI,BDI.5_1,TOBA,0.5011,0.4645,0.4435,0.4484,0.5145
BDI,BDI.6_1,TOBA,5.504,6.81,7.827,8.307,9.444
BDI,BDI.7_1,TOBA,0.2342,0.2443,0.2226,0.2097,0.1981
BDI,BDI.8_1,TOBA,11.21,9.595,8.094,6.579,5.168
BDI,BDI.9_1,TOBA,3.711,4.181,4.656,4.895,5.074
BEN,BEN.12_1,TOBA,3.496,4.154,7.494,7.116,6.692
BEN,BEN.1_1,TOBA,0.5142,0.2809,0.1539,0.09944,0.08146
BEN,BEN.2_1,TOBA,6.257,4.675,3.616,2.731,2.008
BEN,BEN.4_1,TOBA,5.242,4.521,3.931,3.468,3.041
BEN,BEN.5_1,TOBA,26.47,25.01,25.78,26.9,25.23
BEN,BEN.6_1,TOBA,18.25,16.22,15.43,14.29,13.69
BEN,BEN.7_1,TOBA,5.151,5.426,5.674,6.324,6.214
BFA,BFA.10_1,TOBA,0.013,0.01015,0.007207,0.004336,0.001444
BFA,BFA.11_1,TOBA,0,0,0,0,0
BFA,BFA.13_1,TOBA,7.57,6.62,5.617,4.678,3.727
BFA,BFA.1_1,TOBA,0.09318,0.08437,0.07764,0.07165,0.06532
BFA,BFA.2_1,TOBA,1.186,1.075,0.9475,0.8515,0.8359
BFA,BFA.3_1,TOBA,0.02017,0.01886,0.01735,0.02407,0.05542
BFA,BFA.4_1,TOBA,0,0,0,0,0.004543
BFA,BFA.5_1,TOBA,0.7176,0.6102,0.4981,0.3913,0.2837
BFA,BFA.6_1,TOBA,0.1125,0.09861,0.09015,0.08483,0.08547
BFA,BFA.7_1,TOBA,0,0,0,0,0
BFA,BFA.8_1,TOBA,0.195,0.195,0.2086,0.2207,0.2986
BFA,BFA.9_1,TOBA,0.1856,0.1717,0.159,0.1499,0.1514
BGD,BGD.2_1,TOBA,16.83,16.9,16.82,18.95,18.82
BGD,BGD.3_1,TOBA,0.06549,0.05066,0.03954,0.1659,0.1634
BGD,BGD.4_1,TOBA,0.01178,0.01436,0.01482,0.02763,0.05145
BGD,BGD.5_1,TOBA,0.02449,0.01802,0.01315,0.01018,0.006729
BGD,BGD.6_1,TOBA,0.07302,0.06438,0.06118,0.06297,0.06183
BGD,BGD.7_1,TOBA,2.2,2.009,1.941,2.087,2.278
BGD,BGD.8_1,TOBA,2.751,2.073,1.556,1.267,0.9022
BGR,BGR.10_1,TOBA,1.858,1.147,1.082,0.5095,0.1567
BGR,BGR.11_1,TOBA,0.2886,0.1975,0.2276,0.1752,0.123
BGR,BGR.12_1,TOBA,0.06522,0.05219,0.07242,0.06277,0.05735
BGR,BGR.13_1,TOBA,0.5306,0.3258,0.3145,0.1517,0.04975
BGR,BGR.14_1,TOBA,0.0336,0.01879,0.0229,0.0148,0.01204
BGR,BGR.15_1,TOBA,0.08679,0.06592,0.08585,0.06508,0.04649
BGR,BGR.16_1,TOBA,1.234,0.9395,1.221,0.9244,0.6608
BGR,BGR.17_1,TOBA,0.7294,0.4583,0.4396,0.1483,0.009732
BGR,BGR.18_1,TOBA,2.988,2.352,3.196,2.58,2.042
BGR,BGR.19_1,TOBA,0.6661,0.3489,0.4302,0.3021,0.2351
BGR,BGR.1_1,TOBA,1.457,0.7313,0.4967,0.1666,0.4645
BGR,BGR.21_1,TOBA,3.995,2.747,3.168,2.016,1.061
BGR,BGR.22_1,TOBA,0.3228,0.1897,0.1691,0.09189,0.07002
BGR,BGR.23_1,TOBA,0.03295,0,0,0,0
BGR,BGR.24_1,TOBA,2.249,1.397,1.347,0.4846,0.04053
BGR,BGR.25_1,TOBA,0.3113,0.2358,0.3036,0.2262,0.1567
BGR,BGR.26_1,TOBA,1.898,1.527,2.134,1.729,1.576
BGR,BGR.27_1,TOBA,0.6074,0.3799,0.4076,0.2129,0.07227
BGR,BGR.28_1,TOBA,0.4046,0.2279,0.2398,0.1266,0.1525
BGR,BGR.2_1,TOBA,0.5941,0.3588,0.3709,0.1882,0.1011
BGR,BGR.3_1,TOBA,1.264,0.4303,0.1354,0.06039,0.01986
BGR,BGR.4_1,TOBA,4.364,3.274,4.166,3.044,2.031
BGR,BGR.5_1,TOBA,0.9873,0.5762,0.4191,0.133,0.0736
BGR,BGR.6_1,TOBA,0.4948,0.2331,0.2208,0.1503,0.1662
BGR,BGR.7_1,TOBA,9.157,8.527,11.74,11.59,10.08
BGR,BGR.8_1,TOBA,7.364,5.064,4.521,2.114,0.4862
BGR,BGR.9_1,TOBA,5.596,3.737,4.279,2.585,1.311
BIH,BIH.1_1,TOBA,0.001536,0.001464,0.003248,7.463e-4,1.496e-4
BIH,BIH.2_1,TOBA,0.2308,0.2659,0.7518,0.4465,0.4657
BIH,BIH.3_1,TOBA,0.2578,0.3103,1.135,0.5943,0.6169
BLR,BLR.1_1,TOBA,0.07527,0.06958,0.143,0.1282,0.1209
BLR,BLR.2_1,TOBA,0,0,0,0,0
BLZ,BLZ.2_1,TOBA,15.89,15.56,14.41,13.31,16.77
BLZ,BLZ.6_1,TOBA,0,0,0,0,2.512
BOL,BOL.2_1,TOBA,327.5,283.4,239.2,195,150.8
BOL,BOL.3_1,TOBA,28.65,29.52,32.95,34.81,36.33
BOL,BOL.4_1,TOBA,156.3,152.1,151,161.3,167.5
BOL,BOL.6_1,TOBA,106.9,108,106.9,102.5,102.1
BOL,BOL.8_1,TOBA,11.7,11.63,11.97,11.78,11.45
BOL,BOL.9_1,TOBA,34.96,39.2,46.84,49.9,52.7
BRA,BRA.11_1,TOBA,4.586,5.651,27.02,19.55,19.55
BRA,BRA.12_1,TOBA,22.31,21.12,21.17,19.67,18.25
BRA,BRA.13_1,TOBA,23.93,23.69,29.08,31.61,33.39
BRA,BRA.14_1,TOBA,49.36,38.22,35.09,28.21,23.26
BRA,BRA.16_1,TOBA,0.3739,0.3199,0.3232,0.284,0.2554
BRA,BRA.17_1,TOBA,227.3,181.6,168.3,130.9,100.3
BRA,BRA.1_1,TOBA,1266,1282,1440,1481,1564
BRA,BRA.21_1,TOBA,0.3571,0.3452,0.3817,0.363,0.3706
BRA,BRA.22_1,TOBA,52.88,39.82,28.88,21.11,18.3
BRA,BRA.23_1,TOBA,13.9,14,12.66,11.47,11.48
BRA,BRA.24_1,TOBA,1.921,1.889,2.16,2.143,2.107
BRA,BRA.25_1,TOBA,28.26,23.02,21.71,17.38,13.71
BRA,BRA.26_1,TOBA,7.732,5.849,5.285,4.146,3.383
BRA,BRA.2_1,TOBA,0.4443,0.3633,0.4122,0.5799,0.5363
BRA,BRA.4_1,TOBA,4450,2612,1656,884.4,487.1
BRA,BRA.5_1,TOBA,9.164,10.52,12.75,13.34,13.48
BRA,BRA.6_1,TOBA,223.1,209.6,251.8,246.1,277.4
BRA,BRA.9_1,TOBA,17.17,14.02,13.29,10.59,8.324
BTN,BTN.10_1,TOBA,10.19,11.29,12.4,12.25,11.51
BTN,BTN.11_1,TOBA,117.6,117.8,123.1,134.3,131.6
BTN,BTN.12_1,TOBA,17.67,19.38,17.55,16.67,16.91
BTN,BTN.13_1,TOBA,35.29,41.1,39.48,41.8,39.64
BTN,BTN.15_1,TOBA,6.909,8.536,9.273,9.379,10.8
BTN,BTN.16_1,TOBA,29.35,30.76,30.82,30.47,29.17
